index,value
7255,-5771
7256,-14097
7257,-6608
7258,-2123
7259,-1519
7260,-66
7261,768
7262,731
7263,1137
7264,1001
7265,1086
7266,961
7267,976
7268,812
7269,756
7270,637
7271,550
7272,528
7273,489
7274,530
7275,611
7276,715
7277,1128
7278,1492
7279,1754
7280,2082
7281,2405
7282,2593
7283,2940
7284,2792
7285,2530
7286,1816
7287,954
7288,199
7289,-482
7290,-677
7291,-848
7292,-827
7293,-730
7294,-319
7295,-77
7296,162
7297,157
7298,291
7299,273
7300,356
7301,256
7302,301
7303,195
7304,203
7305,69
7306,91
7307,-15
7308,-9
7309,48
7310,-43
7311,-33
7312,2
7313,-16
7314,-7
7315,43
7316,8
7317,131
7318,50
7319,48
7320,47
7321,48
7322,40
7323,59
7324,75
7325,118
7326,117
7327,130
7328,120
7329,88
7330,100
7331,132
7332,186
7333,108
7334,68
7335,79
7336,-26
7337,-11
7338,-11
7339,37
7340,107
7341,116
7342,129
7343,116
7344,274
7345,350
7346,886
7347,1058
7348,1167
7349,310
7350,-114
7351,-5
7352,167
7353,89
7354,29
7355,30
7356,-54
7357,156
7358,167
7359,-113
7360,-327
7361,-410
7362,253
7363,-3329
7364,-15875
7365,-8420
7366,-2553
7367,-1849
7368,-317
7369,1134
7370,779
7371,1189
7372,1247
7373,1208
7374,1124
7375,1048
7376,988
7377,837
7378,701
7379,647
7380,635
7381,545
7382,613
7383,715
7384,774
7385,1010
7386,1430
7387,1616
7388,1844
7389,2246
7390,2631
7391,2784
7392,2763
7393,2586
7394,1961
7395,1195
7396,494
7397,-313
7398,-533
7399,-750
7400,-759
7401,-732
7402,-365
7403,-181
7404,64
7405,193
7406,378
7407,404
7408,428
7409,370
7410,483
7411,528
7412,545
7413,449
7414,375
7415,325
7416,302
7417,284
7418,281
7419,208
7420,167
7421,161
7422,152
7423,204
7424,125
7425,141
7426,78
7427,174
7428,236
7429,157
7430,270
7431,145
7432,167
7433,169
7434,177
7435,269
7436,438
7437,273
7438,279
7439,391
7440,282
7441,350
7442,386
7443,326
7444,296
7445,200
7446,162
7447,205
7448,178
7449,135
7450,106
7451,83
7452,80
7453,134
7454,102
7455,214
7456,342
7457,564
7458,878
7459,1014
7460,733
7461,-99
7462,-303
7463,-80
7464,61
7465,-138
7466,-128
7467,-213
7468,-206
7469,-170
7470,-453
7471,-327
7472,-809
7473,-156
7474,-1542
7475,-10918
7476,-12674
7477,-4375
7478,-2146
7479,-912
7480,358
7481,526
7482,838
7483,1200
7484,904
7485,971
7486,906
7487,840
7488,697
7489,623
7490,352
7491,372
7492,286
7493,325
7494,402
7495,490
7496,598
7497,965
7498,1259
7499,1549
7500,1811
7501,2090
7502,2412
7503,2626
7504,2576
7505,2272
7506,1445
7507,734
7508,-61
7509,-494
7510,-710
7511,-792
7512,-770
7513,-656
7514,-326
7515,-121
7516,111
7517,140
7518,211
7519,237
7520,289
7521,216
7522,227
7523,186
7524,220
7525,193
7526,120
7527,29
7528,74
7529,58
7530,-27
7531,19
7532,13
7533,-17
7534,-33
7535,-21
7536,-70
7537,-55
7538,-45
7539,-61
7540,11
7541,33
7542,8
7543,53
7544,4
7545,77
7546,82
7547,133
7548,65
7549,-17
7550,0
7551,1
7552,3
7553,29
7554,37
7555,83
7556,19
7557,19
7558,68
7559,53
7560,99
7561,81
7562,89
7563,133
7564,206
7565,382
7566,687
7567,941
7568,1116
7569,125
7570,-241
7571,-34
7572,45
7573,-25
7574,-48
7575,-140
7576,-136
7577,37
7578,-144
7579,-391
7580,-513
7581,-454
7582,-119
7583,-4749
7584,-14508
7585,-6692
7586,-1923
7587,-1285
7588,-176
7589,840
7590,843
7591,1181
7592,1109
7593,1135
7594,1018
7595,1097
7596,926
7597,761
7598,516
7599,462
7600,408
7601,391
7602,345
7603,527
7604,635
7605,795
7606,1302
7607,1526
7608,1835
7609,2186
7610,2499
7611,2744
7612,2793
7613,2565
7614,2072
7615,1105
7616,287
7617,-457
7618,-717
7619,-880
7620,-775
7621,-713
7622,-362
7623,-203
7624,48
7625,165
7626,271
7627,317
7628,264
7629,287
7630,251
7631,221
7632,160
7633,102
7634,58
7635,31
7636,35
7637,46
7638,-18
7639,2
7640,-3
7641,-3
7642,-8
7643,-63
7644,-28
7645,9
7646,63
7647,-10
7648,-1
7649,-10
7650,-64
7651,-30
7652,-37
7653,-13
7654,-31
7655,61
7656,-48
7657,-123
7658,-82
7659,-67
7660,3
7661,27
7662,-19
7663,-57
7664,-71
7665,-48
7666,-50
7667,14
7668,28
7669,51
7670,114
7671,105
7672,192
7673,300
7674,677
7675,821
7676,1225
7677,270
7678,-97
7679,25
7680,-29
7681,-52
7682,0
7683,-34
7684,-127
7685,-79
7686,109
7687,-350
7688,-60
7689,-764
7690,190
7691,-1828
7692,-15400
7693,-10221
7694,-3947
7695,-1933
7696,-628
7697,829
7698,615
7699,1000
7700,1258
7701,1061
7702,1029
7703,1092
7704,1156
7705,1048
7706,914
7707,817
7708,778
7709,636
7710,603
7711,752
7712,836
7713,1052
7714,1434
7715,1784
7716,1990
7717,2214
7718,2614
7719,2904
7720,3098
7721,2867
7722,2577
7723,1703
7724,839
7725,23
7726,-360
7727,-558
7728,-602
7729,-670
7730,-431
7731,-184
7732,-11
7733,93
7734,373
7735,458
7736,551
7737,476
7738,508
7739,428
7740,432
7741,435
7742,342
7743,369
7744,262
7745,319
7746,209
7747,153
7748,174
7749,138
7750,180
7751,145
7752,166
7753,125
7754,157
7755,90
7756,186
7757,188
7758,151
7759,166
7760,145
7761,117
7762,183
7763,161
7764,327
7765,194
7766,259
7767,208
7768,198
7769,157
7770,194
7771,254
7772,189
7773,201
7774,143
7775,213
7776,216
7777,304
7778,249
7779,332
7780,275
7781,355
7782,361
7783,706
7784,985
7785,1480
7786,449
7787,-197
7788,4
7789,130
7790,72
7791,-19
7792,-47
7793,-78
7794,-8
7795,18
7796,-388
7797,-233
7798,-345
7799,408
7800,-2875
7801,-16039
7802,-8275
7803,-2506
7804,-1609
7805,-353
7806,875
7807,593
7808,895
7809,918
7810,859
7811,971
7812,974
7813,848
7814,742
7815,513
7816,498
7817,430
7818,399
7819,358
7820,370
7821,466
7822,630
7823,1093
7824,1371
7825,1567
7826,1882
7827,2247
7828,2375
7829,2532
7830,2312
7831,1888
7832,899
7833,274
7834,-328
7835,-813
7836,-904
7837,-966
7838,-907
7839,-600
7840,-254
7841,-75
7842,109
7843,150
7844,242
7845,278
7846,337
7847,303
7848,371
7849,348
7850,315
7851,314
7852,61
7853,5
7854,-122
7855,-261
7856,-261
7857,-215
7858,-322
7859,-351
7860,-354
7861,-286
7862,-265
7863,-214
7864,-208
7865,-143
7866,-193
7867,-181
7868,-161
7869,-151
7870,-119
7871,-78
7872,-101
7873,-44
7874,14
7875,-148
7876,-172
7877,-82
7878,-124
7879,-169
7880,-242
7881,-291
7882,-314
7883,-339
7884,-311
7885,-216
7886,-163
7887,-22
7888,66
7889,370
7890,555
7891,924
7892,-92
7893,-592
7894,-370
7895,-269
7896,-120
7897,-84
7898,-103
7899,-154
7900,28
7901,-31
7902,-280
7903,-312
7904,-442
7905,573
7906,-2843
7907,-15579
7908,-8618
7909,-2234
7910,-1700
7911,-454
7912,974
7913,859
7914,1042
7915,1141
7916,1046
7917,1036
7918,971
7919,848
7920,639
7921,498
7922,362
7923,222
7924,166
7925,298
7926,412
7927,624
7928,861
7929,1153
7930,1455
7931,1892
7932,2095
7933,2338
7934,2604
7935,2730
7936,2583
7937,2223
7938,1135
7939,560
7940,-130
7941,-627
7942,-819
7943,-883
7944,-796
7945,-433
7946,-208
7947,-105
7948,42
7949,155
7950,210
7951,272
7952,307
7953,260
7954,284
7955,210
7956,122
7957,67
7958,49
7959,92
7960,25
7961,27
7962,8
7963,41
7964,31
7965,21
7966,46
7967,62
7968,48
7969,45
7970,17
7971,10
7972,60
7973,60
7974,78
7975,126
7976,95
7977,101
7978,107
7979,131
7980,173
7981,184
7982,99
7983,73
7984,112
7985,49
7986,2
7987,-21
7988,-17
7989,53
7990,63
7991,66
7992,83
7993,-13
7994,90
7995,123
7996,476
7997,610
7998,806
7999,382
8000,483
8001,1356
8002,1440
8003,1353
8004,1258
8005,1054
8006,802
8007,344
8008,-3
8009,-244
8010,-482
8011,-664
8012,-393
8013,-75
8014,331
8015,653
8016,844
8017,873
8018,870
8019,919
8020,807
8021,556
8022,501
8023,-95
8024,-3291
8025,-8190
8026,-7075
8027,-407
8028,1099
8029,1026
8030,988
8031,1157
8032,1266
8033,1357
8034,1461
8035,1465
8036,1372
8037,1069
8038,709
8039,214
8040,-128
8041,-342
8042,-567
8043,-466
8044,-242
8045,88
8046,504
8047,648
8048,886
8049,934
8050,949
8051,754
8052,704
8053,581
8054,442
8055,533
8056,-191
8057,-3659
8058,-8809
8059,-5001
8060,-142
8061,1196
8062,1013
8063,984
8064,1071
8065,1175
8066,1250
8067,1366
8068,1406
8069,1193
8070,929
8071,471
8072,15
8073,-143
8074,-241
8075,-481
8076,-321
8077,-69
8078,274
8079,557
8080,895
8081,902
8082,888
8083,864
8084,793
8085,621
8086,401
8087,129
8088,-1817
8089,-6798
8090,-8967
8091,-1983
8092,515
8093,1027
8094,973
8095,1118
8096,1265
8097,1312
8098,1416
8099,1491
8100,1476
8101,1230
8102,825
8103,332
8104,-19
8105,-259
8106,-481
8107,-460
8108,-229
8109,-17
8110,301
8111,474
8112,597
8113,681
8114,774
8115,853
8116,855
8117,746
8118,608
8119,556
8120,488
8121,399
8122,582
8123,636
8124,-2054
8125,-6961
8126,-6858
8127,-861
8128,1060
8129,1129
8130,867
8131,1019
8132,1089
8133,1217
8134,1280
8135,1355
8136,1278
8137,1120
8138,782
8139,289
8140,2
8141,-141
8142,-263
8143,-294
8144,-45
8145,178
8146,480
8147,675
8148,797
8149,800
8150,886
8151,722
8152,694
8153,453
8154,-284
8155,-3405
8156,-7948
8157,-7304
8158,-633
8159,983
8160,1053
8161,1032
8162,1229
8163,1360
8164,1467
8165,1525
8166,1538
8167,1403
8168,1161
8169,654
8170,203
8171,-123
8172,-293
8173,-408
8174,-237
8175,-103
8176,179
8177,345
8178,580
8179,666
8180,763
8181,810
8182,875
8183,773
8184,726
8185,545
8186,487
8187,411
8188,274
8189,767
8190,-71
8191,-4519
8192,-9429
8193,-3102
8194,345
8195,1008
8196,970
8197,996
8198,1181
8199,1182
8200,1335
8201,1383
8202,1498
8203,1161
8204,1073
8205,561
8206,168
8207,-56
8208,-162
8209,-324
8210,-212
8211,5
8212,341
8213,599
8214,854
8215,835
8216,829
8217,820
8218,768
8219,648
8220,489
8221,80
8222,-2657
8223,-7556
8224,-8273
8225,-1013
8226,888
8227,1037
8228,958
8229,1120
8230,1256
8231,1312
8232,1362
8233,1471
8234,1416
8235,1139
8236,810
8237,276
8238,-50
8239,-209
8240,-376
8241,-285
8242,-54
8243,229
8244,506
8245,774
8246,865
8247,880
8248,808
8249,759
8250,679
8251,445
8252,520
8253,-198
8254,-3481
8255,-8733
8256,-5604
8257,-387
8258,1084
8259,982
8260,1036
8261,1186
8262,1265
8263,1322
8264,1464
8265,1536
8266,1429
8267,1196
8268,720
8269,218
8270,-125
8271,-365
8272,-601
8273,-437
8274,-104
8275,212
8276,562
8277,807
8278,857
8279,883
8280,902
8281,828
8282,732
8283,444
8284,271
8285,-1568
8286,-6591
8287,-9657
8288,-2320
8289,531
8290,954
8291,990
8292,1096
8293,1289
8294,1299
8295,1357
8296,1440
8297,1438
8298,1184
8299,977
8300,446
8301,49
8302,-172
8303,-392
8304,-481
8305,-223
8306,39
8307,354
8308,654
8309,821
8310,844
8311,821
8312,728
8313,613
8314,626
8315,370
8316,287
8317,-1575
8318,-6749
8319,-9102
8320,-1972
8321,756
8322,1099
8323,975
8324,1109
8325,1268
8326,1259
8327,1401
8328,1520
8329,1475
8330,1281
8331,986
8332,454
8333,1
8334,-278
8335,-473
8336,-581
8337,-337
8338,24
8339,378
8340,644
8341,811
8342,902
8343,826
8344,849
8345,732
8346,519
8347,512
8348,-570
8349,-4394
8350,-9963
8351,-4544
8352,38
8353,1095
8354,997
8355,1123
8356,1136
8357,1266
8358,1322
8359,1401
8360,1452
8361,1312
8362,1126
8363,702
8364,196
8365,-120
8366,-278
8367,-421
8368,-281
8369,-26
8370,314
8371,539
8372,830
8373,839
8374,878
8375,750
8376,737
8377,635
8378,440
8379,456
8380,-502
8381,-4466
8382,-9926
8383,-4356
8384,265
8385,1228
8386,959
8387,1076
8388,1134
8389,1218
8390,1272
8391,1465
8392,1496
8393,1290
8394,1123
8395,589
8396,127
8397,-106
8398,-363
8399,-597
8400,-377
8401,-140
8402,214
8403,570
8404,863
8405,893
8406,835
8407,878
8408,770
8409,681
8410,492
8411,27
8412,-3001
8413,-7748
8414,-7990
8415,-771
8416,985
8417,1019
8418,944
8419,1066
8420,1165
8421,1210
8422,1197
8423,1327
8424,1259
8425,1210
8426,870
8427,408
8428,0
8429,-216
8430,-386
8431,-336
8432,-81
8433,155
8434,470
8435,716
8436,848
8437,890
8438,753
8439,750
8440,617
8441,533
8442,437
8443,-21
8444,-3028
8445,-7510
8446,-7188
8447,-702
8448,1088
8449,1082
8450,993
8451,1161
8452,1262
8453,1377
8454,1471
8455,1573
8456,1431
8457,1274
8458,844
8459,333
8460,18
8461,-182
8462,-411
8463,-334
8464,-46
8465,216
8466,525
8467,732
8468,787
8469,824
8470,810
8471,767
8472,698
8473,461
8474,217
8475,-1826
8476,-6741
8477,-9124
8478,-1926
8479,537
8480,1055
8481,992
8482,1151
8483,1307
8484,1336
8485,1471
8486,1574
8487,1524
8488,1276
8489,1001
8490,440
8491,39
8492,-151
8493,-348
8494,-365
8495,-158
8496,130
8497,415
8498,663
8499,858
8500,845
8501,836
8502,777
8503,717
8504,595
8505,473
8506,313
8507,-2134
8508,-7053
8509,-8162
8510,-1066
8511,798
8512,1037
8513,894
8514,1096
8515,1264
8516,1363
8517,1478
8518,1539
8519,1473
8520,1200
8521,874
8522,344
8523,-18
8524,-267
8525,-553
8526,-527
8527,-236
8528,76
8529,502
8530,746
8531,817
8532,864
8533,933
8534,867
8535,761
8536,496
8537,234
8538,-1706
8539,-6650
8540,-9492
8541,-2159
8542,560
8543,988
8544,994
8545,1133
8546,1281
8547,1278
8548,1419
8549,1529
8550,1489
8551,1255
8552,1014
8553,477
8554,71
8555,-132
8556,-326
8557,-428
8558,-188
8559,103
8560,392
8561,626
8562,778
8563,810
8564,778
8565,782
8566,679
8567,582
8568,461
8569,176
8570,-2552
8571,-7305
8572,-7938
8573,-797
8574,996
8575,1020
8576,908
8577,1138
8578,1253
8579,1380
8580,1449
8581,1509
8582,1426
8583,1223
8584,892
8585,335
8586,-35
8587,-289
8588,-474
8589,-453
8590,-174
8591,186
8592,529
8593,778
8594,802
8595,831
8596,888
8597,863
8598,776
8599,487
8600,321
8601,-1849
8602,-6999
8603,-9411
8604,-1865
8605,741
8606,1053
8607,994
8608,1105
8609,1287
8610,1333
8611,1434
8612,1525
8613,1489
8614,1334
8615,1006
8616,464
8617,37
8618,-145
8619,-381
8620,-358
8621,-96
8622,148
8623,459
8624,684
8625,818
8626,860
8627,759
8628,756
8629,618
8630,519
8631,497
8632,-157
8633,-3245
8634,-8253
8635,-6598
8636,-445
8637,1117
8638,1042
8639,987
8640,1174
8641,1263
8642,1314
8643,1419
8644,1519
8645,1358
8646,1238
8647,792
8648,320
8649,-110
8650,-340
8651,-501
8652,-484
8653,-165
8654,194
8655,567
8656,735
8657,820
8658,791
8659,848
8660,800
8661,703
8662,492
8663,174
8664,-2554
8665,-7737
8666,-8510
8667,-967
8668,917
8669,1023
8670,922
8671,1068
8672,1233
8673,1319
8674,1404
8675,1489
8676,1437
8677,1282
8678,850
8679,355
8680,31
8681,-112
8682,-343
8683,-352
8684,-137
8685,164
8686,402
8687,712
8688,835
8689,838
8690,760
8691,734
8692,637
8693,514
8694,421
8695,-551
8696,-4466
8697,-9901
8698,-4436
8699,277
8700,1186
8701,952
8702,1125
8703,1173
8704,1253
8705,1296
8706,1439
8707,1501
8708,1351
8709,1151
8710,630
8711,156
8712,-142
8713,-344
8714,-564
8715,-398
8716,-78
8717,336
8718,589
8719,763
8720,818
8721,788
8722,832
8723,730
8724,570
8725,561
8726,-326
8727,-3718
8728,-8825
8729,-5915
8730,-215
8731,1261
8732,1038
8733,1052
8734,1167
8735,1317
8736,1403
8737,1450
8738,1523
8739,1374
8740,1258
8741,723
8742,289
8743,-53
8744,-281
8745,-500
8746,-375
8747,-112
8748,192
8749,570
8750,769
8751,838
8752,866
8753,813
8754,796
8755,647
8756,459
8757,318
8758,-1241
8759,-5786
8760,-9536
8761,-2556
8762,355
8763,914
8764,1019
8765,1044
8766,1211
8767,1246
8768,1425
8769,1498
8770,1530
8771,1308
8772,1119
8773,518
8774,79
8775,-193
8776,-413
8777,-496
8778,-268
8779,22
8780,426
8781,673
8782,835
8783,847
8784,834
8785,856
8786,755
8787,588
8788,492
8789,-722
8790,-5005
8791,-9632
8792,-3908
8793,292
8794,1162
8795,953
8796,1094
8797,1238
8798,1392
8799,1499
8800,1598
8801,1659
8802,1396
8803,1190
8804,646
8805,222
8806,-85
8807,-335
8808,-453
8809,-221
8810,-3
8811,327
8812,613
8813,758
8814,784
8815,747
8816,759
8817,668
8818,634
8819,491
8820,246
8821,-2294
8822,-7079
8823,-8052
8824,-1038
8825,780
8826,1031
8827,899
8828,1097
8829,1219
8830,1341
8831,1474
8832,1605
8833,1488
8834,1297
8835,915
8836,418
8837,-13
8838,-204
8839,-417
8840,-378
8841,-119
8842,181
8843,477
8844,723
8845,794
8846,848
8847,887
8848,842
8849,744
8850,429
8851,241
8852,-1821
8853,-6832
8854,-9301
8855,-1893
8856,565
8857,1023
8858,1014
8859,1166
8860,1299
8861,1323
8862,1417
8863,1521
8864,1492
8865,1267
8866,948
8867,440
8868,84
8869,-125
8870,-324
8871,-354
8872,-158
8873,144
8874,416
8875,657
8876,725
8877,764
8878,737
8879,720
8880,618
8881,473
8882,468
8883,-503
8884,-4157
8885,-9212
8886,-4942
8887,-137
8888,1170
8889,1006
8890,1118
8891,1206
8892,1323
8893,1364
8894,1547
8895,1640
8896,1456
8897,1235
8898,680
8899,236
8900,-90
8901,-323
8902,-538
8903,-371
8904,-82
8905,267
8906,588
8907,737
8908,812
8909,755
8910,820
8911,729
8912,571
8913,514
8914,-260
8915,-3465
8916,-8440
8917,-6634
8918,-491
8919,1063
8920,1021
8921,1020
8922,1164
8923,1305
8924,1363
8925,1434
8926,1484
8927,1393
8928,1214
8929,851
8930,297
8931,-60
8932,-265
8933,-417
8934,-378
8935,-84
8936,202
8937,510
8938,722
8939,746
8940,784
8941,738
8942,693
8943,654
8944,423
8945,373
8946,-1239
8947,-5903
8948,-9815
8949,-2600
8950,413
8951,883
8952,989
8953,1028
8954,1215
8955,1241
8956,1411
8957,1514
8958,1502
8959,1261
8960,974
8961,432
8962,39
8963,-190
8964,-394
8965,-523
8966,-299
8967,7
8968,365
8969,560
8970,735
8971,753
8972,740
8973,706
8974,650
8975,513
8976,337
8977,-706
8978,-5299
8979,-9964
8980,-4108
8981,174
8982,1056
8983,961
8984,1051
8985,1086
8986,1182
8987,1232
8988,1395
8989,1457
8990,1257
8991,1118
8992,612
8993,179
8994,-56
8995,-233
8996,-510
8997,-401
8998,-186
8999,-34
9000,504
9001,932
9002,895
9003,823
9004,665
9005,600
9006,489
9007,399
9008,270
9009,175
9010,155
9011,162
9012,251
9013,423
9014,650
9015,797
9016,861
9017,900
9018,917
9019,780
9020,817
9021,813
9022,638
9023,473
9024,-604
9025,-4463
9026,-9180
9027,-5250
9028,-1139
9029,557
9030,861
9031,1024
9032,1103
9033,1231
9034,1129
9035,1132
9036,1171
9037,1095
9038,961
9039,825
9040,594
9041,434
9042,304
9043,187
9044,132
9045,167
9046,294
9047,492
9048,615
9049,789
9050,859
9051,863
9052,832
9053,762
9054,749
9055,604
9056,611
9057,333
9058,-1531
9059,-6786
9060,-9129
9061,-3816
9062,-677
9063,487
9064,904
9065,927
9066,1064
9067,1176
9068,1156
9069,1193
9070,1161
9071,1042
9072,914
9073,768
9074,652
9075,432
9076,297
9077,162
9078,150
9079,204
9080,344
9081,555
9082,716
9083,853
9084,915
9085,897
9086,794
9087,756
9088,709
9089,721
9090,549
9091,-384
9092,-3592
9093,-8083
9094,-7048
9095,-1956
9096,134
9097,848
9098,924
9099,1086
9100,1204
9101,1184
9102,1201
9103,1187
9104,1172
9105,992
9106,891
9107,678
9108,511
9109,336
9110,177
9111,79
9112,101
9113,243
9114,386
9115,597
9116,818
9117,868
9118,923
9119,836
9120,845
9121,867
9122,679
9123,591
9124,258
9125,-1878
9126,-6867
9127,-8669
9128,-3202
9129,-445
9130,656
9131,936
9132,969
9133,1133
9134,1183
9135,1157
9136,1195
9137,1186
9138,1042
9139,909
9140,733
9141,524
9142,380
9143,261
9144,133
9145,157
9146,204
9147,420
9148,528
9149,744
9150,908
9151,870
9152,896
9153,736
9154,775
9155,822
9156,693
9157,601
9158,-591
9159,-5008
9160,-9250
9161,-4727
9162,-953
9163,613
9164,905
9165,968
9166,1035
9167,1172
9168,1147
9169,1204
9170,1282
9171,1122
9172,1032
9173,837
9174,612
9175,411
9176,245
9177,102
9178,65
9179,85
9180,300
9181,485
9182,767
9183,932
9184,963
9185,903
9186,806
9187,837
9188,816
9189,726
9190,546
9191,-359
9192,-3909
9193,-9048
9194,-6018
9195,-1713
9196,452
9197,863
9198,959
9199,1090
9200,1255
9201,1188
9202,1195
9203,1208
9204,1148
9205,1034
9206,860
9207,699
9208,472
9209,253
9210,125
9211,80
9212,156
9213,252
9214,502
9215,641
9216,822
9217,926
9218,874
9219,833
9220,756
9221,730
9222,735
9223,609
9224,55
9225,-2570
9226,-7428
9227,-7991
9228,-2191
9229,-4
9230,813
9231,954
9232,1086
9233,1234
9234,1239
9235,1231
9236,1270
9237,1220
9238,1098
9239,898
9240,719
9241,487
9242,329
9243,149
9244,51
9245,110
9246,171
9247,405
9248,599
9249,841
9250,941
9251,931
9252,912
9253,835
9254,865
9255,741
9256,616
9257,376
9258,-1482
9259,-6557
9260,-9140
9261,-3586
9262,-521
9263,538
9264,935
9265,959
9266,1127
9267,1221
9268,1217
9269,1221
9270,1233
9271,1085
9272,996
9273,724
9274,566
9275,367
9276,232
9277,96
9278,70
9279,172
9280,345
9281,574
9282,727
9283,878
9284,915
9285,935
9286,784
9287,747
9288,700
9289,607
9290,428
9291,-532
9292,-4188
9293,-9081
9294,-5762
9295,-1388
9296,583
9297,838
9298,969
9299,1107
9300,1244
9301,1147
9302,1151
9303,1122
9304,1078
9305,913
9306,868
9307,638
9308,483
9309,298
9310,109
9311,69
9312,79
9313,320
9314,461
9315,685
9316,852
9317,915
9318,966
9319,844
9320,869
9321,867
9322,705
9323,529
9324,142
9325,-1956
9326,-6979
9327,-8563
9328,-2735
9329,-273
9330,639
9331,950
9332,1029
9333,1147
9334,1235
9335,1174
9336,1259
9337,1198
9338,1073
9339,958
9340,789
9341,607
9342,423
9343,274
9344,125
9345,57
9346,213
9347,401
9348,553
9349,731
9350,859
9351,904
9352,921
9353,770
9354,791
9355,760
9356,642
9357,569
9358,-638
9359,-4114
9360,-8807
9361,-6030
9362,-1719
9363,452
9364,882
9365,933
9366,1070
9367,1232
9368,1177
9369,1156
9370,1214
9371,1133
9372,1004
9373,914
9374,654
9375,458
9376,307
9377,188
9378,141
9379,128
9380,296
9381,511
9382,615
9383,861
9384,915
9385,941
9386,841
9387,803
9388,778
9389,809
9390,520
9391,49
9392,-2462
9393,-7128
9394,-8498
9395,-2507
9396,-268
9397,796
9398,970
9399,1051
9400,1195
9401,1221
9402,1145
9403,1177
9404,1148
9405,1008
9406,915
9407,653
9408,486
9409,367
9410,239
9411,166
9412,155
9413,234
9414,388
9415,577
9416,752
9417,864
9418,893
9419,849
9420,740
9421,714
9422,676
9423,739
9424,476
9425,-978
9426,-6117
9427,-9251
9428,-4250
9429,-800
9430,441
9431,898
9432,932
9433,1092
9434,1198
9435,1175
9436,1209
9437,1225
9438,1121
9439,1001
9440,806
9441,587
9442,417
9443,208
9444,98
9445,83
9446,193
9447,356
9448,533
9449,792
9450,891
9451,951
9452,960
9453,810
9454,853
9455,750
9456,704
9457,514
9458,-682
9459,-5860
9460,-9390
9461,-4308
9462,-861
9463,507
9464,952
9465,934
9466,1066
9467,1220
9468,1206
9469,1231
9470,1244
9471,1114
9472,985
9473,794
9474,624
9475,403
9476,261
9477,134
9478,112
9479,164
9480,324
9481,569
9482,685
9483,916
9484,935
9485,897
9486,775
9487,766
9488,753
9489,739
9490,583
9491,-552
9492,-4825
9493,-9405
9494,-5029
9495,-932
9496,655
9497,885
9498,1011
9499,1048
9500,1209
9501,1146
9502,1177
9503,1242
9504,1136
9505,998
9506,862
9507,633
9508,416
9509,200
9510,83
9511,62
9512,110
9513,292
9514,531
9515,773
9516,933
9517,925
9518,945
9519,783
9520,824
9521,735
9522,759
9523,579
9524,-573
9525,-4624
9526,-9520
9527,-5089
9528,-1119
9529,605
9530,898
9531,1019
9532,1037
9533,1223
9534,1189
9535,1236
9536,1249
9537,1140
9538,1019
9539,865
9540,647
9541,423
9542,242
9543,135
9544,90
9545,127
9546,337
9547,544
9548,719
9549,860
9550,930
9551,925
9552,778
9553,824
9554,796
9555,645
9556,563
9557,-310
9558,-3788
9559,-8830
9560,-6219
9561,-1782
9562,482
9563,884
9564,912
9565,1061
9566,1263
9567,1232
9568,1216
9569,1251
9570,1178
9571,1017
9572,859
9573,640
9574,455
9575,292
9576,72
9577,14
9578,121
9579,268
9580,443
9581,703
9582,901
9583,930
9584,929
9585,851
9586,807
9587,760
9588,790
9589,461
9590,-344
9591,-3714
9592,-8580
9593,-6972
9594,-1897
9595,257
9596,846
9597,914
9598,1061
9599,1191
9600,1163
9601,1184
9602,1203
9603,1166
9604,1015
9605,882
9606,690
9607,494
9608,287
9609,126
9610,140
9611,120
9612,264
9613,481
9614,643
9615,854
9616,905
9617,908
9618,808
9619,789
9620,724
9621,745
9622,537
9623,96
9624,-2273
9625,-7383
9626,-8368
9627,-2381
9628,-117
9629,859
9630,963
9631,1082
9632,1201
9633,1204
9634,1149
9635,1183
9636,1166
9637,997
9638,937
9639,705
9640,525
9641,312
9642,156
9643,53
9644,67
9645,205
9646,417
9647,638
9648,833
9649,923
9650,902
9651,940
9652,788
9653,844
9654,765
9655,663
9656,532
9657,-797
9658,-6071
9659,-9429
9660,-4323
9661,-750
9662,474
9663,930
9664,951
9665,1076
9666,1199
9667,1198
9668,1212
9669,1247
9670,1132
9671,1004
9672,853
9673,579
9674,408
9675,210
9676,139
9677,144
9678,125
9679,297
9680,558
9681,712
9682,811
9683,905
9684,864
9685,755
9686,819
9687,624
9688,646
9689,501
9690,-31
9691,-2777
9692,-7620
9693,-7774
9694,-2221
9695,20
9696,763
9697,939
9698,1066
9699,1200
9700,1235
9701,1159
9702,1221
9703,1138
9704,1024
9705,881
9706,691
9707,508
9708,368
9709,203
9710,52
9711,47
9712,164
9713,451
9714,587
9715,847
9716,912
9717,966
9718,935
9719,831
9720,828
9721,805
9722,758
9723,484
9724,-817
9725,-5406
9726,-9374
9727,-4896
9728,-1027
9729,612
9730,898
9731,948
9732,1030
9733,1201
9734,1189
9735,1166
9736,1237
9737,1099
9738,1036
9739,847
9740,635
9741,454
9742,308
9743,161
9744,127
9745,193
9746,296
9747,485
9748,703
9749,794
9750,868
9751,838
9752,751
9753,783
9754,740
9755,800
9756,522
9757,-364
9758,-3276
9759,-7754
9760,-7617
9761,-2191
9762,73
9763,838
9764,957
9765,1074
9766,1199
9767,1199
9768,1151
9769,1236
9770,1176
9771,1085
9772,974
9773,666
9774,488
9775,332
9776,153
